StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent_q,att1,att2,combination1,combination1_DO,combination2,combination2_DO,combination3,combination3_DO,combination4,combination4_DO,combination5,combination5_DO,combination6,combination6_DO,pk_egal_1,sk_egal_1,ck_egal_1,pk_selfish_1,sk_selfish_1,ck_selfish_1,pk_alibi_1,sk_alibi_1,ck_alibi_1,comp1,comp2,FL_12_DO,FL_27_DO
1/24/23 16:24,1/24/23 16:29,0,100,305,1,1/24/23 16:29,R_3feq5DWk9VdpQzg,anonymous,EN,1,2,2,,,,,,,,,,,3,2|3|1,22,16,20,100,100,100,88,89,92,1,2,page1.6,page4|page3|page2
1/24/23 16:27,1/24/23 16:29,0,100,126,1,1/24/23 16:29,R_2SiwEevdYGR569d,anonymous,EN,1,2,2,,,,,,,,,3,1|2|3,,,48,52,58,53,50,54,40,36,40,1,2,page1.5,page4|page3|page2
1/24/23 16:27,1/24/23 16:29,0,100,121,1,1/24/23 16:29,R_UQ3LyygMucgIQJH,anonymous,EN,1,2,2,3,2|3|1,,,,,,,,,,,34,20,16,88,75,87,44,47,60,1,2,page1.1,page2|page4|page3
1/24/23 16:28,1/24/23 16:29,0,100,99,1,1/24/23 16:29,R_2DS4zfqtSds9xIi,anonymous,EN,1,2,2,,,,,,,,,,,1,3|2|1,27,19,24,28,33,31,22,21,16,1,3,page1.6,page3|page2|page4
1/24/23 16:27,1/24/23 16:29,0,100,172,1,1/24/23 16:29,R_1dGO81MyGhWFk2L,anonymous,EN,1,2,2,,,,,,,,,,,1,1|2|3,31,32,28,71,73,61,69,65,57,1,2,page1.6,page2|page4|page3
1/24/23 16:28,1/24/23 16:30,0,100,114,1,1/24/23 16:30,R_3kNHa4tQ956khBx,anonymous,EN,1,2,2,,,,,,,1,1|2|3,,,,,25,31,36,33,20,28,60,35,46,1,2,page1.4,page2|page3|page4
1/24/23 16:27,1/24/23 16:30,0,100,187,1,1/24/23 16:30,R_2o62P0M5lOW2XmN,anonymous,EN,1,2,2,,,,,3,1|2|3,,,,,,,0,0,0,31,27,6,35,35,35,1,2,page1.3,page4|page3|page2
1/24/23 16:27,1/24/23 16:30,0,100,210,1,1/24/23 16:30,R_1pL686Mh4neHLGn,anonymous,EN,1,2,2,1,1|3|2,,,,,,,,,,,80,77,76,77,74,79,83,83,86,1,2,page1.1,page3|page2|page4
1/24/23 16:24,1/24/23 16:30,0,100,382,1,1/24/23 16:30,R_3iLwnQ5gIJbsZdU,anonymous,EN,1,2,2,,,3,1|2|3,,,,,,,,,0,0,0,0,0,0,0,0,0,1,2,page1.2,page2|page4|page3
1/24/23 16:29,1/24/23 16:30,0,100,99,1,1/24/23 16:30,R_9NSoIjWq2nNTNrX,anonymous,EN,1,2,2,,,3,1|3|2,,,,,,,,,17,15,14,61,34,30,35,34,29,1,2,page1.2,page3|page4|page2
1/24/23 16:29,1/24/23 16:31,0,100,106,1,1/24/23 16:31,R_3oXTE8wMtJTwJEe,anonymous,EN,1,2,2,,,,,1,2|1|3,,,,,,,0,0,0,100,100,100,19,15,50,1,2,page1.3,page4|page3|page2
1/24/23 16:29,1/24/23 16:31,0,100,135,1,1/24/23 16:31,R_yz2aKC1m5GuiZhv,anonymous,EN,1,2,2,,,,,,,,,3,2|1|3,,,9,8,7,69,92,75,100,100,100,1,2,page1.5,page2|page3|page4
1/24/23 16:30,1/24/23 16:32,0,100,81,1,1/24/23 16:32,R_1KxSY1flM9IxtSI,anonymous,EN,1,2,2,,,,,,,,,1,1|2|3,,,23,72,72,76,31,30,28,66,73,1,2,page1.5,page3|page4|page2
1/24/23 16:32,1/24/23 16:32,0,100,30,1,1/24/23 16:32,R_2DOdTrzisHWFRsM,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/23 16:25,1/24/23 16:32,0,100,458,1,1/24/23 16:32,R_1eUzWLEQk9i3wJQ,anonymous,EN,1,2,2,,,,,1,2|3|1,,,,,,,60,62,60,62,70,70,72,69,71,1,2,page1.3,page3|page2|page4
1/24/23 16:30,1/24/23 16:33,0,100,166,1,1/24/23 16:33,R_2QYFZj9teplxl45,anonymous,EN,1,2,2,,,,,,,3,2|1|3,,,,,5,5,5,20,20,25,20,25,40,1,2,page1.4,page4|page2|page3
1/24/23 16:32,1/24/23 16:33,0,100,59,1,1/24/23 16:33,R_OkSh1AwvWRz9lkd,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/23 16:29,1/24/23 16:33,0,100,205,1,1/24/23 16:33,R_1LUwvDDnCSgxBtj,anonymous,EN,1,2,2,,,3,3|1|2,,,,,,,,,20,20,25,90,90,90,90,90,90,1,2,page1.2,page2|page4|page3
1/24/23 16:32,1/24/23 16:33,0,100,97,1,1/24/23 16:33,R_V4jS3l03bwyewFz,anonymous,EN,1,2,2,,,,,,,,,,,3,1|3|2,25,31,39,76,77,70,44,41,41,1,2,page1.6,page2|page3|page4
1/24/23 16:31,1/24/23 16:33,0,100,118,1,1/24/23 16:33,R_3erj1Cx78jFS00T,anonymous,EN,1,2,2,1,1|2|3,,,,,,,,,,,18,5,9,37,24,36,38,32,24,1,2,page1.1,page3|page4|page2
1/24/23 16:32,1/24/23 16:34,0,100,115,1,1/24/23 16:34,R_1jfZdTRhJBb8ZkK,anonymous,EN,1,2,2,1,2|1|3,,,,,,,,,,,0,0,0,100,100,100,100,100,100,1,2,page1.1,page4|page2|page3
1/24/23 16:33,1/24/23 16:34,0,100,100,1,1/24/23 16:34,R_bCpXAM4YNQcVPFf,anonymous,EN,1,2,2,,,,,3,3|1|2,,,,,,,18,6,12,79,96,34,88,79,71,1,2,page1.3,page3|page2|page4
1/24/23 16:33,1/24/23 16:35,0,100,112,1,1/24/23 16:35,R_24HPG7GXDP3tCVJ,anonymous,EN,1,2,2,,,2,2|3|1,,,,,,,,,50,50,50,50,51,50,50,49,50,1,3,page1.2,page4|page2|page3
1/24/23 16:34,1/24/23 16:35,0,100,84,1,1/24/23 16:35,R_8v6TMsXqawbpUSB,anonymous,EN,1,2,2,,,,,,,2,1|3|2,,,,,30,30,30,70,70,70,65,65,65,1,2,page1.4,page4|page3|page2
1/24/23 16:34,1/24/23 16:35,0,100,57,1,1/24/23 16:35,R_1M0qmsfDGHTZW2L,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/23 16:34,1/24/23 16:35,0,100,98,1,1/24/23 16:35,R_1N4d8JoBCURHLR8,anonymous,EN,1,1,2,3,3|2|1,,,,,,,,,,,35,41,38,71,76,71,85,76,78,1,3,page1.1,page2|page3|page4
1/24/23 16:34,1/24/23 16:36,0,100,78,1,1/24/23 16:36,R_3hmvaToWZi7siyz,anonymous,EN,1,2,2,,,,,,,3,3|2|1,,,,,13,13,8,69,70,76,83,82,82,1,3,page1.4,page2|page3|page4
1/24/23 16:34,1/24/23 16:36,0,100,113,1,1/24/23 16:36,R_2YgexRSQyzu01sW,anonymous,EN,1,2,2,,,,,,,,,2,1|2|3,,,26,34,77,76,72,38,76,78,77,1,2,page1.5,page2|page3|page4
1/24/23 16:34,1/24/23 16:36,0,100,159,1,1/24/23 16:36,R_2WMC73l5yiMBwkd,anonymous,EN,1,2,2,,,,,,,,,,,3,3|2|1,67,73,73,70,71,70,68,72,68,1,3,page1.6,page3|page4|page2
1/24/23 16:32,1/24/23 16:37,0,100,277,1,1/24/23 16:37,R_10xCs3qzTSxFlpy,anonymous,EN,1,2,2,,,,,,,,,1,1|2|3,,,0,0,0,55,67,59,72,68,67,1,3,page1.5,page2|page3|page4
1/24/23 16:37,1/24/23 16:38,0,100,101,1,1/24/23 16:38,R_2ONMnpjFQfoUI1H,anonymous,EN,1,2,2,,,,,,,3,3|1|2,,,,,0,0,0,61,64,70,28,24,28,2,2,page1.4,page4|page2|page3
1/24/23 16:37,1/24/23 16:39,0,100,119,1,1/24/23 16:39,R_7U2UJOlpkznpm9P,anonymous,EN,1,2,2,,,,,,,,,,,1,3|2|1,6,1,3,81,81,84,53,51,56,1,2,page1.6,page2|page3|page4
1/24/23 16:36,1/24/23 16:39,0,100,163,1,1/24/23 16:39,R_1exdAqMnuHaLgjO,anonymous,EN,1,2,2,,,1,3|2|1,,,,,,,,,21,61,64,82,90,79,90,86,89,1,3,page1.2,page2|page4|page3
1/24/23 16:38,1/24/23 16:39,0,100,90,1,1/24/23 16:39,R_2S9rhP6N0dhaXLo,anonymous,EN,1,2,2,,,,,,,,,1,2|1|3,,,0,0,0,71,71,71,71,71,71,3,2,page1.5,page3|page4|page2
1/24/23 16:34,1/24/23 16:39,0,100,321,1,1/24/23 16:39,R_3NIeTt6b14uSjiM,anonymous,EN,1,2,2,,,,,,,,,,,3,3|1|2,10,19,4,79,80,80,10,17,31,1,3,page1.6,page2|page4|page3
1/24/23 16:39,1/24/23 16:40,0,100,21,1,1/24/23 16:40,R_OB9gYvdbkb2xrk5,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/23 16:38,1/24/23 16:40,0,100,99,1,1/24/23 16:40,R_2VO9r5HiOq1me6t,anonymous,EN,1,2,2,,,,,,,,,2,3|1|2,,,29,22,15,89,92,87,75,64,67,1,2,page1.5,page4|page3|page2
1/24/23 16:35,1/24/23 16:40,0,100,296,1,1/24/23 16:40,R_31EEPW445oFFmkZ,anonymous,EN,1,2,2,3,2|3|1,,,,,,,,,,,0,0,0,39,43,41,39,36,34,1,3,page1.1,page3|page2|page4
1/24/23 16:38,1/24/23 16:40,0,100,141,1,1/24/23 16:40,R_2CgqgIuCdILa1KH,anonymous,EN,1,2,2,,,3,1|2|3,,,,,,,,,0,0,0,68,73,76,37,21,23,1,3,page1.2,page4|page3|page2
1/24/23 16:37,1/24/23 16:40,0,100,187,1,1/24/23 16:40,R_3frDJHEZcBipzbk,anonymous,EN,1,2,2,,,,,,,,,,,2,3|2|1,0,0,0,0,0,0,0,0,0,1,2,page1.6,page3|page4|page2
1/24/23 16:37,1/24/23 16:41,0,100,243,1,1/24/23 16:41,R_sjLBVJ7ymfbch9v,anonymous,EN,1,2,2,,,,,2,3|2|1,,,,,,,15,25,15,10,15,10,55,80,60,1,2,page1.3,page2|page4|page3
1/24/23 16:36,1/24/23 16:41,0,100,271,1,1/24/23 16:41,R_2a9wqwLGFEqKK0f,anonymous,EN,1,2,2,,,,,,,,,1,2|3|1,,,33,22,26,63,69,63,75,73,69,1,2,page1.5,page2|page4|page3
1/24/23 16:39,1/24/23 16:41,0,100,145,1,1/24/23 16:41,R_27dML70WLWM0CDN,anonymous,EN,1,2,2,,,2,2|1|3,,,,,,,,,24,26,26,62,60,64,100,100,100,1,3,page1.2,page2|page4|page3
1/24/23 16:37,1/24/23 16:41,0,100,233,1,1/24/23 16:41,R_27VDuNnwcAEFpqq,anonymous,EN,1,2,2,1,2|3|1,,,,,,,,,,,40,39,38,29,28,28,62,52,70,1,2,page1.1,page4|page2|page3
1/24/23 16:39,1/24/23 16:41,0,100,137,1,1/24/23 16:41,R_3kyOQReVm703BX7,anonymous,EN,1,2,2,,,,,,,,,,,2,2|3|1,20,17,24,66,96,66,29,18,26,1,2,page1.6,page4|page2|page3
1/24/23 16:38,1/24/23 16:41,0,100,228,1,1/24/23 16:41,R_1eXBEuJivtjv3cS,anonymous,EN,1,2,2,,,,,,,3,3|2|1,,,,,0,18,29,100,93,45,100,100,41,1,2,page1.4,page3|page2|page4
1/24/23 16:35,1/24/23 16:42,0,100,402,1,1/24/23 16:42,R_3LYE3TRBRt5suam,anonymous,EN,1,2,2,,,1,1|3|2,,,,,,,,,40,41,39,82,70,87,63,58,66,1,2,page1.2,page3|page2|page4
1/24/23 16:39,1/24/23 16:42,0,100,149,1,1/24/23 16:42,R_1lAVM3etImrRq7Y,anonymous,EN,1,2,2,,,,,1,3|2|1,,,,,,,0,0,0,24,20,22,37,28,26,1,2,page1.3,page3|page4|page2
1/24/23 16:37,1/24/23 16:42,0,100,279,1,1/24/23 16:42,R_V1NIPVj9oZnF5Pb,anonymous,EN,1,2,2,,,,,1,3|1|2,,,,,,,40,40,40,60,61,60,70,70,70,1,2,page1.3,page2|page3|page4
1/24/23 16:39,1/24/23 16:42,0,100,176,1,1/24/23 16:42,R_2Bh3OCjZ3gjLsyU,anonymous,EN,1,2,2,,,,,3,3|1|2,,,,,,,20,20,20,20,20,20,20,20,20,1,2,page1.3,page4|page3|page2
1/24/23 16:39,1/24/23 16:42,0,100,149,1,1/24/23 16:42,R_3nu6q8f7m4TcVPD,anonymous,EN,1,2,2,2,2|3|1,,,,,,,,,,,18,14,14,70,67,70,80,81,81,1,2,page1.1,page3|page2|page4
1/24/23 16:41,1/24/23 16:43,0,100,73,1,1/24/23 16:43,R_1mCTCaPFszGzp81,anonymous,EN,1,2,2,,,,,,,,,,,2,3|2|1,69,68,72,80,78,75,82,86,84,1,3,page1.6,page2|page4|page3
1/24/23 16:40,1/24/23 16:43,0,100,136,1,1/24/23 16:43,R_XhqswnPsOj7oV3j,anonymous,EN,1,2,2,,,,,,,1,3|1|2,,,,,15,5,10,68,58,48,80,70,80,1,2,page1.4,page3|page4|page2
1/24/23 16:40,1/24/23 16:43,0,100,134,1,1/24/23 16:43,R_2aQYlAUtN8h4zl6,anonymous,EN,1,2,2,,,2,3|2|1,,,,,,,,,62,18,7,62,27,10,60,9,20,1,2,page1.2,page4|page3|page2
1/24/23 16:37,1/24/23 16:43,0,100,349,1,1/24/23 16:43,R_QfuMC2Y0UvVtwSB,anonymous,EN,1,2,2,,,,,,,3,1|2|3,,,,,0,0,0,61,82,92,0,0,0,1,2,page1.4,page2|page3|page4
1/24/23 16:37,1/24/23 16:43,0,100,337,1,1/24/23 16:43,R_2f0yMJ2QpRxGO0E,anonymous,EN,1,2,2,3,1|3|2,,,,,,,,,,,13,4,2,78,58,75,93,85,96,1,2,page1.1,page2|page4|page3
1/24/23 16:39,1/24/23 16:43,0,100,262,1,1/24/23 16:43,R_3qHZ3HRLRo6eYPA,anonymous,EN,1,2,2,,,,,,,,,,,2,2|3|1,10,11,3,13,14,3,6,5,5,1,2,page1.6,page2|page3|page4
1/24/23 16:41,1/24/23 16:43,0,100,141,1,1/24/23 16:43,R_2BnA7ZM85RyQUfy,anonymous,EN,1,2,2,3,2|3|1,,,,,,,,,,,10,8,11,91,93,93,85,85,88,1,2,page1.1,page4|page2|page3
1/24/23 16:39,1/24/23 16:43,0,100,261,1,1/24/23 16:44,R_e4CWFgLR9EEGZQ5,anonymous,EN,1,2,2,,,,,,,,,1,2|3|1,,,58,7,65,19,25,10,18,0,0,1,2,page1.5,page4|page3|page2
1/24/23 16:41,1/24/23 16:44,0,100,148,1,1/24/23 16:44,R_2DRMJdAHKS5ITQE,anonymous,EN,1,2,2,,,,,3,1|2|3,,,,,,,0,0,0,100,100,100,100,100,100,1,3,page1.3,page2|page3|page4
1/24/23 16:42,1/24/23 16:44,0,100,125,1,1/24/23 16:44,R_2SjXKp1AjOLFnTU,anonymous,EN,1,2,2,,,,,,,1,1|3|2,,,,,23,16,16,21,9,19,28,28,23,1,2,page1.4,page3|page4|page2
1/24/23 16:41,1/24/23 16:44,0,100,151,1,1/24/23 16:44,R_2ygfg4mMXzNDv6w,anonymous,EN,1,2,2,,,,,,,1,1|3|2,,,,,25,15,16,80,76,75,70,70,65,1,2,page1.4,page4|page3|page2
1/24/23 16:43,1/24/23 16:44,0,100,94,1,1/24/23 16:44,R_3FVxzV1eRKacVfH,anonymous,EN,1,2,2,,,,,,,2,2|1|3,,,,,23,21,18,64,68,61,46,46,54,1,2,page1.4,page4|page3|page2
1/24/23 16:43,1/24/23 16:44,0,100,94,1,1/24/23 16:44,R_9yQ9bE9QChC37bj,anonymous,EN,1,2,2,3,1|3|2,,,,,,,,,,,25,34,33,74,77,76,75,81,87,1,2,page1.1,page4|page2|page3
1/24/23 16:42,1/24/23 16:44,0,100,136,1,1/24/23 16:44,R_3s60Qzl9vhoqiTw,anonymous,EN,1,2,2,,,,,,,,,,,1,1|2|3,8,10,7,77,74,82,93,88,92,1,2,page1.6,page2|page3|page4
1/24/23 16:42,1/24/23 16:45,0,100,157,1,1/24/23 16:45,R_6sawb6l2pJrpU0p,anonymous,EN,1,2,2,3,3|1|2,,,,,,,,,,,10,10,10,10,10,10,20,20,0,1,2,page1.1,page2|page3|page4
1/24/23 16:43,1/24/23 16:45,0,100,97,1,1/24/23 16:45,R_1OZvKYnuxKpABSY,anonymous,EN,1,2,2,,,3,1|2|3,,,,,,,,,70,64,23,83,90,77,87,88,20,1,3,page1.2,page2|page3|page4
1/24/23 16:43,1/24/23 16:45,0,100,96,1,1/24/23 16:45,R_2v1vieThWR53Fhn,anonymous,EN,1,2,2,,,,,3,1|2|3,,,,,,,0,0,0,8,19,10,15,10,17,1,2,page1.3,page3|page4|page2
1/24/23 16:43,1/24/23 16:45,0,100,129,1,1/24/23 16:45,R_BQCIjOb5ThtvAch,anonymous,EN,1,2,2,,,,,,,,,,,3,3|1|2,42,40,25,84,64,37,60,60,69,1,3,page1.6,page2|page3|page4
1/24/23 16:43,1/24/23 16:45,0,100,122,1,1/24/23 16:45,R_3hgNvQ6xa5Oowtr,anonymous,EN,1,2,2,,,,,,,2,2|3|1,,,,,75,73,77,100,100,100,69,76,79,1,2,page1.4,page3|page4|page2
1/24/23 16:43,1/24/23 16:46,0,100,185,1,1/24/23 16:46,R_6tKLep4FGUZeorT,anonymous,EN,1,2,2,,,,,,,,,1,1|2|3,,,5,1,0,68,65,67,50,49,47,1,2,page1.5,page3|page4|page2
1/24/23 16:44,1/24/23 16:47,0,100,179,1,1/24/23 16:47,R_25uLNOTK2XfOISR,anonymous,EN,1,2,2,,,,,3,3|1|2,,,,,,,100,79,99,82,91,80,74,92,80,3,3,page1.3,page3|page4|page2
1/24/23 16:44,1/24/23 16:47,0,100,157,1,1/24/23 16:47,R_p3jNAv1oHtzJqlr,anonymous,EN,1,2,2,,,,,,,,,,,3,3|2|1,18,15,17,66,71,79,21,13,31,1,2,page1.6,page4|page2|page3
1/24/23 16:45,1/24/23 16:47,0,100,109,1,1/24/23 16:47,R_9S6jJN7trmBwOZz,anonymous,EN,1,2,2,,,1,2|3|1,,,,,,,,,19,22,10,89,65,47,63,58,73,1,3,page1.2,page3|page4|page2
1/24/23 16:44,1/24/23 16:47,0,100,207,1,1/24/23 16:47,R_2f9FBhUW33EbJRK,anonymous,EN,1,2,2,1,3|1|2,,,,,,,,,,,28,9,2,77,62,40,45,33,16,1,2,page1.1,page2|page4|page3
1/24/23 16:44,1/24/23 16:47,0,100,187,1,1/24/23 16:47,R_2VlTm47idYjJuYr,anonymous,EN,1,2,2,,,2,2|3|1,,,,,,,,,28,26,28,78,67,62,74,78,72,1,2,page1.2,page3|page2|page4
1/24/23 16:42,1/24/23 16:48,0,100,353,1,1/24/23 16:48,R_12gaF8Dbizv52rk,anonymous,EN,1,2,2,,,,,,,,,2,1|3|2,,,50,50,50,50,50,50,50,50,50,1,2,page1.5,page2|page4|page3
1/24/23 16:46,1/24/23 16:48,0,100,89,1,1/24/23 16:48,R_Ah73MboyEP7B0rf,anonymous,EN,1,2,2,,,,,,,2,1|2|3,,,,,68,29,71,66,65,69,69,42,50,1,2,page1.4,page3|page4|page2
1/24/23 16:46,1/24/23 16:48,0,100,118,1,1/24/23 16:48,R_z3holOuWWTFbKc9,anonymous,EN,1,2,2,,,2,3|1|2,,,,,,,,,16,17,12,57,25,60,28,30,31,1,2,page1.2,page3|page2|page4
1/24/23 16:45,1/24/23 16:48,0,100,138,1,1/24/23 16:48,R_UoOEBxJyWNwxoZ3,anonymous,EN,1,2,2,,,,,,,1,1|2|3,,,,,9,5,3,3,4,5,97,99,100,1,2,page1.4,page2|page3|page4
1/24/23 16:40,1/24/23 16:48,0,100,474,1,1/24/23 16:48,R_1mQ06c4JESGelK9,anonymous,EN,1,2,2,,,2,1|2|3,,,,,,,,,15,8,10,57,39,48,50,50,50,1,3,page1.2,page2|page3|page4
1/24/23 16:46,1/24/23 16:48,0,100,148,1,1/24/23 16:48,R_1PS2D9jr0Gzz5RT,anonymous,EN,1,2,2,,,3,3|1|2,,,,,,,,,7,8,6,80,60,50,61,66,65,1,2,page1.2,page3|page2|page4
1/24/23 16:45,1/24/23 16:48,0,100,200,1,1/24/23 16:48,R_1Csh0386zVDTPWo,anonymous,EN,1,2,2,,,,,3,2|3|1,,,,,,,53,50,56,50,51,50,50,50,50,1,2,page1.3,page2|page3|page4
1/24/23 16:48,1/24/23 16:48,0,100,23,1,1/24/23 16:48,R_5hzUG55cPXzl6iB,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/23 16:47,1/24/23 16:49,0,100,75,1,1/24/23 16:49,R_06C7o9Zurk9a8Zr,anonymous,EN,1,2,2,,,,,,,,,,,1,2|3|1,17,3,11,84,93,88,78,86,82,1,2,page1.6,page4|page3|page2
1/24/23 16:47,1/24/23 16:49,0,100,107,1,1/24/23 16:49,R_33C4nDCnpvhujEq,anonymous,EN,1,2,2,1,2|1|3,,,,,,,,,,,40,40,40,50,50,50,50,50,50,1,2,page1.1,page2|page4|page3
1/24/23 16:48,1/24/23 16:49,0,100,45,1,1/24/23 16:49,R_2xzLV1ZjCyC31uF,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/23 16:42,1/24/23 16:49,0,100,419,1,1/24/23 16:49,R_3oI80f0lLdjLZJL,anonymous,EN,1,2,2,,,,,,,,,2,3|1|2,,,30,30,30,77,80,77,100,100,100,1,2,page1.5,page3|page2|page4
1/24/23 16:47,1/24/23 16:49,0,100,98,1,1/24/23 16:49,R_2B2HLBGTe4L1C0T,anonymous,EN,1,2,2,3,2|1|3,,,,,,,,,,,34,41,30,100,100,100,100,100,100,1,2,page1.1,page2|page3|page4
1/24/23 16:44,1/24/23 16:49,0,100,283,1,1/24/23 16:49,R_2CvxgaRyBCKCNgx,anonymous,EN,1,2,2,,,,,,,,,1,2|3|1,,,38,40,31,100,100,100,80,100,91,1,2,page1.5,page2|page4|page3
1/24/23 16:44,1/24/23 16:49,0,100,267,1,1/24/23 16:49,R_1hDPnRzkcKozujy,anonymous,EN,1,2,2,2,3|1|2,,,,,,,,,,,100,100,100,100,100,100,100,100,100,1,2,page1.1,page3|page2|page4
1/24/23 16:40,1/24/23 16:49,0,100,562,1,1/24/23 16:49,R_2E1aymwwPXkrraI,anonymous,EN,1,2,2,,,,,,,,,1,1|2|3,,,0,0,0,100,50,50,62,50,50,1,3,page1.5,page4|page2|page3
1/24/23 16:48,1/24/23 16:49,0,100,102,1,1/24/23 16:49,R_yr6IalGGoOPONKV,anonymous,EN,1,2,2,,,,,,,,,1,3|2|1,,,0,0,0,100,100,100,100,100,100,1,2,page1.5,page4|page2|page3
1/24/23 16:45,1/24/23 16:50,0,100,283,1,1/24/23 16:50,R_7TIObmyAuJB9Hkl,anonymous,EN,1,2,2,,,,,,,,,1,3|1|2,,,71,71,73,72,76,74,73,73,72,1,3,page1.5,page3|page4|page2
1/24/23 16:47,1/24/23 16:50,0,100,126,1,1/24/23 16:50,R_AAmaqsD0LU0BvH3,anonymous,EN,1,2,2,,,,,,,2,2|1|3,,,,,19,20,19,38,33,35,38,42,41,1,3,page1.4,page3|page4|page2
1/24/23 16:46,1/24/23 16:50,0,100,194,1,1/24/23 16:50,R_2Cj1vergxySPAuE,anonymous,EN,1,2,2,,,,,1,2|1|3,,,,,,,50,45,45,50,50,50,50,51,50,1,2,page1.3,page4|page2|page3
1/24/23 16:47,1/24/23 16:50,0,100,161,1,1/24/23 16:50,R_3rNTwUtZH1PkJJv,anonymous,EN,1,2,2,,,,,,,,,,,1,2|1|3,1,1,0,2,2,0,73,76,76,1,2,page1.6,page3|page2|page4
1/24/23 16:49,1/24/23 16:50,0,100,63,1,1/24/23 16:50,R_2z8ww1rD66KsFRy,anonymous,EN,1,2,2,,,,,,,3,3|1|2,,,,,35,29,33,66,40,32,40,43,38,1,2,page1.4,page4|page2|page3
1/24/23 16:48,1/24/23 16:50,0,100,125,1,1/24/23 16:50,R_xhmjC9KUqPqQ45r,anonymous,EN,1,2,2,,,,,,,1,3|2|1,,,,,0,0,0,0,0,0,0,0,0,1,2,page1.4,page3|page2|page4
1/24/23 16:39,1/24/23 16:50,0,100,647,1,1/24/23 16:50,R_3ISp6y5EmiqMOD0,anonymous,EN,1,2,2,,,,,1,2|3|1,,,,,,,25,24,17,24,39,12,80,87,90,1,2,page1.3,page3|page2|page4
1/24/23 16:48,1/24/23 16:50,0,100,142,1,1/24/23 16:50,R_2fp3IKaIIpbYvNJ,anonymous,EN,1,2,2,,,,,3,1|3|2,,,,,,,20,14,13,24,27,27,18,22,19,1,3,page1.3,page3|page2|page4
1/24/23 16:49,1/24/23 16:51,0,100,130,1,1/24/23 16:51,R_BD6BqF0yJvtyNrj,anonymous,EN,1,2,2,,,2,2|1|3,,,,,,,,,40,35,40,55,70,60,70,75,75,1,2,page1.2,page3|page4|page2
1/24/23 16:49,1/24/23 16:51,0,100,118,1,1/24/23 16:51,R_3O8FAFcWJmwqEhR,anonymous,EN,1,2,2,,,,,2,1|2|3,,,,,,,0,0,0,75,75,75,0,0,0,1,2,page1.3,page4|page2|page3
1/24/23 16:49,1/24/23 16:51,0,100,111,1,1/24/23 16:51,R_3NWZREmcbD3CxJn,anonymous,EN,1,2,2,,,1,2|3|1,,,,,,,,,7,5,7,6,6,4,13,13,14,1,3,page1.2,page4|page2|page3
1/24/23 16:49,1/24/23 16:51,0,100,129,1,1/24/23 16:51,R_2fxols91AR3XRVr,anonymous,EN,1,2,2,,,,,,,,,3,3|1|2,,,22,22,30,87,89,38,83,85,83,1,3,page1.5,page2|page3|page4
1/24/23 16:48,1/24/23 16:51,0,100,211,1,1/24/23 16:51,R_3D6Iw04Bxfqa04f,anonymous,EN,1,2,2,2,2|1|3,,,,,,,,,,,21,22,21,90,88,87,100,100,100,1,2,page1.1,page3|page2|page4
1/24/23 16:48,1/24/23 16:51,0,100,168,1,1/24/23 16:51,R_vC6wdDlkdMN3Nex,anonymous,EN,1,2,2,,,,,1,3|2|1,,,,,,,0,0,0,0,0,0,0,0,0,1,2,page1.3,page2|page3|page4
1/24/23 16:49,1/24/23 16:51,0,100,112,1,1/24/23 16:51,R_30dcFsSIRh2Rym5,anonymous,EN,1,2,2,1,1|3|2,,,,,,,,,,,5,5,5,15,10,10,20,20,20,1,2,page1.1,page3|page4|page2
1/24/23 16:48,1/24/23 16:51,0,100,203,1,1/24/23 16:51,R_3kq5xjZQwVMy650,anonymous,EN,1,2,2,1,3|2|1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,3,page1.1,page3|page4|page2
1/24/23 16:49,1/24/23 16:51,0,100,165,1,1/24/23 16:51,R_3R4Kq5PEAXbT3L8,anonymous,EN,1,2,2,,,,,,,,,,,2,1|2|3,3,5,0,0,3,5,26,28,27,3,3,page1.6,page3|page2|page4
1/24/23 16:49,1/24/23 16:52,0,100,158,1,1/24/23 16:52,R_1gLoxYSiOebOv8J,anonymous,EN,1,2,2,,,,,,,3,1|2|3,,,,,33,32,31,32,21,19,43,32,39,1,2,page1.4,page4|page2|page3
1/24/23 16:48,1/24/23 16:52,0,100,248,1,1/24/23 16:52,R_3nDhOdTY9pMSqnV,anonymous,EN,1,2,2,,,1,2|3|1,,,,,,,,,31,18,19,46,54,55,38,32,27,1,3,page1.2,page4|page3|page2
1/24/23 16:49,1/24/23 16:53,0,100,198,1,1/24/23 16:53,R_31pEZXPsRL0tlPh,anonymous,EN,1,2,2,,,,,,,,,3,2|3|1,,,0,0,0,66,65,69,60,55,61,1,2,page1.5,page4|page2|page3
